state,government_function,full_time_employees,full_time_employees_coefficient_of_variation_as_percent,full_time_pay,full_time_pay_coefficient_of_variation_as_percent,part_time_employees,part_time_employees_coefficient_of_variation_as_percent,part_time_pay,part_time_pay_coefficient_of_variation_as_percent,part_time_hours,part_time_hours_coefficient_of_variation_as_percent,full_time_equivalent_employees,full_time_equivalent_employees_coefficient_of_variation_as_percent,total_employees,total_employees_coefficient_of_variation_as_percent,total_march_pay,total_march_pay_coefficient_of_variation_as_percent,year
NH,education - other,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
NH,libraries,463,1.5,1655114,1.46,918,1.53,829378,3.77,57241,3.69,821,1.09,1381,1.14,2484492,1.59,2010
NH,liquor stores,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
NH,other and unallocable,591,1.92,2277279,2.66,732,2.75,415432,2.74,35813,2.2,777,2.16,1323,1.75,2692711,2.29,2010
NJ,total,328496,0.53,1790078429,0.55,92515,0.46,90204763,0.43,4599172,0.52,356303,0.52,421011,0.43,1880283192,0.52,2010
NJ,financial administration,4974,1.2,24839857,1.21,1372,1.79,2848891,2.89,98002,2.41,5533,0.76,6346,1.01,27688748,1.13,2010
NJ,other government administration,6008,1.05,27835255,1.07,3860,0.9,3905001,1.43,156087,1.33,6919,0.88,9868,0.73,31740256,0.95,2010
NJ,judicial and legal,6480,0.44,34874468,0.32,2177,2.06,3131605,1.31,117858,1.7,7155,0.29,8657,0.61,38006073,0.31,2010
NJ,police protection total,30217,0.53,221983039,0.52,8577,0.94,7189855,0.98,383576,1.19,32897,0.54,38794,0.46,229172894,0.51,2010
NJ,police protection - officers,25754,0.5,205184288,0.51,1120,0.88,1047606,0.76,84499,0.6,26245,0.49,26874,0.48,206231894,0.51,2010
NJ,police protection - other,4463,0.67,16798751,0.67,7457,0.95,6142249,1.02,299077,1.35,6652,0.75,11920,0.64,22941000,0.56,2010
NJ,fire protection total,7071,1.11,50221617,0.99,1795,3.62,954522,1.35,49503,1.45,7364,1.15,8866,1.15,51176139,0.97,2010
NJ,fire protection - firefighters,6268,1.14,46672528,0.97,1176,4.79,329158,1.33,19307,1.57,6385,1.17,7444,1.22,47001686,0.96,2010
NJ,fire protection - other,803,0.88,3549089,1.28,619,1.41,625364,1.36,30196,1.38,979,1.01,1422,0.79,4174453,1.11,2010
NJ,corrections,6749,0.01,40951374,0.01,135,0.01,237897,0.01,12992,0.01,6825,0.01,6884,0,41189271,0,2010
NJ,highways,10483,1.03,49809591,1,414,0.99,756041,1,42636,1.05,10728,1.06,10897,1,50565632,0.98,2010
NJ,air transportation,25,0.01,130363,0.01,1,0.01,2057,0.01,139,0.01,26,0.01,26,0,132420,0,2010
NJ,water transport and terminals,1,0.01,5456,0.01,1,0.01,490,0.01,30,0.01,1,0.01,2,0,5946,0,2010
NJ,public welfare,9537,0.09,41951609,0.07,1219,0.79,1550520,0.63,102022,0.9,10021,0.15,10756,0.12,43502129,0.07,2010
NJ,health,3707,0.44,17282907,0.46,1432,2.64,1779231,2.4,106027,3.37,4326,0.8,5139,0.8,19062138,0.48,2010
NJ,hospitals,2314,0.01,9980886,0.01,357,0.01,981380,0.01,36860,0.01,2528,0.01,2671,0,10962266,0,2010
NJ,social insurance administration,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
NJ,solid waste management,4642,1.58,20119745,1.62,687,1.23,770221,0.98,56523,1.42,4963,1.42,5329,1.38,20889966,1.56,2010
NJ,sewerage,4129,1.39,23478969,1.36,231,1.33,220364,2.08,12976,1.99,4205,1.41,4360,1.32,23699333,1.35,2010
NJ,parks and recreation,4316,0.69,17734298,0.73,5267,2.37,3071509,1.88,184248,2.28,5406,1.04,9583,1.34,20805807,0.68,2010
NJ,housing and community development,3451,1,15283145,0.89,499,2.55,630462,1.77,27964,2.06,3611,1.09,3950,0.93,15913607,0.85,2010
NJ,natural resources,569,1.01,1782957,1.52,24,1.26,58828,1.66,1935,1,580,1.04,593,0.97,1841785,1.47,2010
NJ,water transport and terminals,2421,1.38,12166388,1.53,162,1.69,174748,2.22,10191,1.68,2485,1.35,2583,1.3,12341136,1.51,2010
NJ,electric power,222,0.01,1480648,0.01,29,0.01,26684,0.01,2850,0.01,240,0.01,251,0,1507332,0,2010
NJ,gas supply,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
NJ,transit,646,0.01,2888717,0.01,12,0.01,17269,0.01,989,0.01,652,0.01,658,0,2905986,0,2010
NJ,education total,209416,1.05,1129759730,1.01,57399,0.94,55802915,0.89,2782921,1.13,226265,1.04,266815,0.85,1185562645,0.96,2010
NJ,education - elementary and secondary total,202051,1.09,1090417869,1.04,45393,1.18,40928259,1.21,2168754,1.45,215249,1.09,247444,0.91,1131346128,1.01,2010
NJ,education - elementary and secondary instructional,154476,1.05,919687869,1.03,26967,1.2,23984298,1.14,1301924,1.4,162425,1.05,181443,0.91,943672167,1,2010
NJ,education - elementary and secondary other,47575,1.2,170730000,1.12,18426,1.16,16943961,1.31,866830,1.52,52824,1.21,66001,0.92,187673961,1.02,2010
NJ,education - higher education total,7365,0.01,39341861,0.01,12006,0.01,14874656,0.01,614167,0.01,11016,0.01,19371,0,54216517,0,2010
NJ,education - higher education instructional,2316,0.01,16713660,0.01,7412,0.01,10828072,0.01,323047,0.01,4236,0.01,9728,0,27541732,0,2010
NJ,education - higher education other,5049,0.01,22628201,0.01,4594,0.01,4046584,0.01,291120,0.01,6780,0.01,9643,0,26674785,0,2010
NJ,education - other,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
NJ,libraries,3639,0.53,14363658,0.59,3922,1.05,3005488,1.49,249289,1.15,5124,0.68,7561,0.6,17369146,0.55,2010
NJ,liquor stores,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
NJ,other and unallocable,7479,0.91,31153752,0.98,2943,1.35,3088785,2.09,163554,1.46,8449,1.06,10422,0.76,34242537,0.91,2010
NM,total,74267,1.09,255499508,1.09,14759,1.73,14758787,1.41,959475,1.67,80123,1.06,89026,0.95,270258295,1.03,2010
NM,financial administration,2042,3.52,7228537,3.07,38,2.59,43033,1.94,3052,2.24,2060,3.54,2080,3.46,7271570,3.05,2010
NM,other government administration,1862,3.85,6854253,3.14,318,3.82,237883,3.45,14716,4.23,1942,3.85,2180,3.33,7092136,3.04,2010
NM,judicial and legal,409,2.26,1545750,1.85,68,2.16,80834,2.19,5962,2.33,445,2.18,477,1.96,1626584,1.76,2010
NM,police protection total,5206,2.43,21620511,2.07,491,0.44,419717,0.65,34749,0.59,5401,2.39,5697,2.22,22040228,2.04,2010
NM,police protection - officers,3797,2.32,17567527,1.97,59,1.26,87556,1.34,5318,1.29,3827,2.34,3856,2.28,17655083,1.96,2010
NM,police protection - other,1409,2.74,4052984,2.52,432,0.33,332161,0.47,29431,0.46,1574,2.5,1841,2.1,4385145,2.33,2010
NM,fire protection total,2231,1.53,9712092,1.06,231,4.63,76390,3.58,7585,1.31,2274,1.48,2462,1.45,9788482,1.06,2010
NM,fire protection - firefighters,2105,1.52,9206552,1.05,230,4.65,74576,3.67,7410,1.34,2147,1.47,2335,1.44,9281128,1.04,2010
NM,fire protection - other,126,1.65,505540,1.35,1,0.01,1814,0.01,175,0.01,127,1.64,127,1.64,507354,1.34,2010
NM,corrections,2304,3.32,7628484,2.86,39,7.64,65105,8.92,4637,8.4,2330,3.35,2343,3.27,7693589,2.84,2010
NM,highways,1824,3.27,5819514,2.96,36,2.94,33023,4.41,2393,6.81,1837,3.4,1860,3.21,5852537,2.94,2010
NM,air transportation,307,0.56,1013145,0.34,15,1.16,19827,0.68,1962,0.75,318,0.62,322,0.54,1032972,0.34,2010
NM,water transport and terminals,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
NM,public welfare,633,5.42,1561242,3.79,414,1.04,447066,1.24,47720,0.55,901,4.06,1047,3.31,2008308,2.96,2010
NM,health,645,3.51,1786130,3.29,28,4.37,39560,2.76,3379,3.09,664,3.38,673,3.37,1825690,3.22,2010
NM,hospitals,903,8.92,3788941,7.82,302,7.25,540297,10.12,28812,11.27,1064,9.29,1205,6.93,4329238,6.96,2010
NM,social insurance administration,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
NM,solid waste management,1306,6.49,3097321,6.89,38,1.46,50875,2.4,3113,1.99,1323,6.76,1344,6.31,3148196,6.78,2010
NM,sewerage,610,1.1,2284482,1.25,11,0.89,8667,0.76,925,0.88,615,1.1,621,1.08,2293149,1.25,2010
NM,parks and recreation,1992,1.31,4838952,1.26,976,0.42,731245,0.16,78326,0.18,2435,1.11,2968,0.89,5570197,1.1,2010
NM,housing and community development,412,2.33,1344466,1.93,12,2.31,9872,2.03,1036,2.96,418,2.49,424,2.27,1354338,1.92,2010
NM,natural resources,474,1.05,1646462,1.09,86,0.95,111078,2.22,7895,1.78,519,0.88,560,0.9,1757540,1.03,2010
NM,water transport and terminals,1090,1.52,3776072,1.21,57,1.21,62693,1.38,4561,1.41,1118,1.4,1147,1.45,3838765,1.19,2010
NM,electric power,279,4.56,1334858,3.93,2,12.46,4879,10.47,260,12.27,281,4.83,281,4.53,1339737,3.92,2010
NM,gas supply,155,6.11,483589,4.54,5,0.01,2366,0.01,205,0.01,156,6.07,160,5.92,485955,4.52,2010
NM,transit,777,1.54,2323468,0.93,76,1.59,115786,2.1,9757,1.06,832,1.4,853,1.41,2439254,0.89,2010
NM,education total,46886,2.46,159785933,2.43,11096,3.78,11236945,2.95,666116,3.46,51088,2.35,57982,2.12,171022878,2.28,2010
NM,education - elementary and secondary total,44381,2.25,150175267,2.27,8075,4.35,7900318,3.18,488951,4.2,47571,2.21,52456,2.02,158075585,2.16,2010
NM,education - elementary and secondary instructional,35173,2.02,127868163,1.97,5713,3.3,6281278,2.59,353354,3.97,37509,1.99,40886,1.8,134149441,1.88,2010
NM,education - elementary and secondary other,9208,3.14,22307104,3.99,2362,6.91,1619040,5.48,135597,4.81,10062,3.04,11570,2.87,23926144,3.74,2010
NM,education - higher education total,2505,6.18,9610666,4.9,3021,2.23,3336627,2.39,177165,1.43,3517,4.21,5526,3.06,12947293,3.69,2010
NM,education - higher education instructional,619,5.05,3387607,10.6,1571,1.41,2161531,0.14,70980,3.53,1024,1.93,2190,1.75,5549138,6.47,2010
NM,education - higher education other,1886,6.56,6223059,1.8,1450,3.11,1175096,6.51,106185,0.03,2493,5.14,3336,3.95,7398155,1.84,2010
NM,education - other,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
NM,libraries,436,1.32,1310794,1.13,285,1.15,310120,0.81,22163,1.18,561,1.23,721,0.92,1620914,0.92,2010
NM,liquor stores,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
NM,other and unallocable,1484,2.82,4714512,2.67,135,2.28,111526,4.86,10151,4.16,1541,2.9,1619,2.59,4826038,2.61,2010
NY,total,893030,0.2,4746511218,0.19,218559,0.27,260034407,0.24,13169699,0.31,974956,0.2,1111589,0.17,5006545625,0.18,2010
NY,financial administration,12683,0.27,64071436,0.21,3531,0.4,3473579,0.29,153379,0.32,13573,0.27,16214,0.23,67545015,0.2,2010
NY,other government administration,10902,0.28,50535503,0.23,11992,0.34,8845730,0.5,409451,0.5,13327,0.35,22894,0.22,59381233,0.21,2010
NY,judicial and legal,11263,0.15,63339544,0.11,4837,0.47,6226316,0.56,216553,0.58,12549,0.22,16100,0.18,69565860,0.11,2010
NY,police protection total,77904,0.31,528362501,0.29,8147,0.64,8535561,0.51,439058,0.74,80527,0.31,86051,0.29,536898062,0.28,2010
NY,police protection - officers,67436,0.28,473778471,0.29,4055,0.39,5269601,0.25,206071,0.49,68688,0.27,71491,0.27,479048072,0.28,2010
NY,police protection - other,10468,0.47,54584030,0.31,4092,0.89,3265960,0.94,232987,0.96,11839,0.58,14560,0.42,57849990,0.3,2010
NY,fire protection total,24047,0.47,168376106,0.4,719,2.58,889125,2.35,46857,2.48,24320,0.54,24766,0.46,169265231,0.4,2010
NY,fire protection - firefighters,21959,0.4,154117139,0.33,485,1.93,583555,1.25,32541,1.72,22149,0.44,22444,0.39,154700694,0.33,2010
NY,fire protection - other,2088,1.19,14258967,1.23,234,3.93,305570,4.44,14316,4.18,2171,1.64,2322,1.14,14564537,1.21,2010
NY,corrections,23922,0.33,136893951,0.23,700,2.76,1223092,2.67,60208,3.63,24296,0.36,24622,0.33,138117043,0.23,2010
NY,highways,26145,0.36,120040096,0.36,1340,0.43,1539993,0.49,110159,0.47,26779,0.37,27485,0.34,121580089,0.35,2010
NY,air transportation,1481,1.83,8687663,1.17,28,2.3,42589,4.18,2811,2.03,1498,1.8,1509,1.79,8730252,1.17,2010
NY,water transport and terminals,185,0.01,1404967,0.01,23,0.01,44207,0.01,3081,0.01,203,0.01,208,0,1449174,0,2010
NY,public welfare,46311,1.54,196163595,1.18,4271,4.22,6189192,4.1,401113,4.34,48746,1.76,50582,1.45,202352787,1.15,2010
NY,health,17597,0.22,96760834,0.16,3839,0.37,5765143,0.32,226227,0.47,18976,0.33,21436,0.19,102525977,0.15,2010
NY,hospitals,48167,0.01,255197462,0.01,4684,0.01,12372273,0.01,556100,0.01,51671,0.01,52851,0,267569735,0,2010
NY,social insurance administration,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
NY,solid waste management,13415,0.25,62600525,0.2,2188,0.37,1850610,0.21,141448,0.24,14278,0.26,15603,0.23,64451135,0.19,2010
NY,sewerage,6311,0.52,30983231,0.53,136,0.32,185744,0.11,10234,0.15,6372,0.53,6447,0.51,31168975,0.53,2010
NY,parks and recreation,9180,0.37,42067056,0.36,9746,0.63,8067602,0.39,558270,0.53,12561,0.41,18926,0.37,50134658,0.31,2010
NY,housing and community development,16103,0.18,82166862,0.17,427,0.17,441103,0.26,27948,0.18,16273,0.19,16530,0.18,82607965,0.17,2010
NY,natural resources,267,1.67,1345791,1.45,69,0.91,81765,0.51,6434,0.79,304,1.56,336,1.34,1427556,1.37,2010
NY,water transport and terminals,6397,0.39,31784283,0.34,288,0.5,497134,0.51,21620,0.49,6522,0.41,6685,0.37,32281417,0.33,2010
NY,electric power,123,18.11,869141,21.72,1,30.93,1011,28.06,85,28.02,124,18.21,124,17.96,870152,21.69,2010
NY,gas supply,9,0.01,40547,0.01,4,0.01,935,0.01,83,0.01,10,0.01,13,0,41482,0,2010
NY,transit,50815,0.02,313674365,0.01,822,2.87,1768082,1.61,117453,2.28,51539,0.06,51637,0.05,315442447,0.01,2010
NY,education total,461957,0.51,2339727924,0.47,145444,0.69,178450657,0.54,8835318,0.68,517647,0.5,607401,0.42,2518178581,0.44,2010
NY,education - elementary and secondary total,445348,0.48,2249534155,0.45,120889,0.57,147486225,0.51,7712123,0.63,494083,0.47,566237,0.39,2397020380,0.43,2010
NY,education - elementary and secondary instructional,339919,0.44,1872684702,0.44,60098,0.51,74026790,0.5,4074560,0.53,365740,0.43,400017,0.38,1946711492,0.42,2010
NY,education - elementary and secondary other,105429,0.61,376849453,0.52,60791,0.64,73459435,0.51,3637563,0.73,128343,0.59,166220,0.45,450308888,0.44,2010
NY,education - higher education total,16609,1.32,90193769,0.89,24555,1.24,30964432,0.7,1123195,1.08,23564,1.1,41164,0.91,121158201,0.69,2010
NY,education - higher education instructional,6669,0.86,42225915,0.76,14420,1.27,22253233,0.66,515520,1.11,9840,0.81,21089,0.91,64479148,0.55,2010
NY,education - higher education other,9940,1.63,47967854,1,10135,1.19,8711199,0.81,607675,1.05,13724,1.31,20075,1.01,56679053,0.86,2010
NY,education - other,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
NY,libraries,7181,1.67,31255346,1.73,8542,1.88,6963880,2.07,485565,1.82,10143,1.77,15723,1.27,38219226,1.46,2010
NY,liquor stores,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
NY,other and unallocable,20665,0.19,120162489,0.13,6781,0.41,6579084,0.48,340244,0.58,22718,0.26,27446,0.18,126741573,0.13,2010
NC,total,367367,0.58,1355704097,0.55,102529,0.75,97321443,0.64,6116584,0.74,402140,0.57,469896,0.48,1453025540,0.51,2010
NC,financial administration,7048,1.07,27931203,0.91,487,0.98,621458,0.67,40101,0.8,7275,1.06,7535,1.01,28552661,0.89,2010
NC,other government administration,6044,1.02,23592621,0.93,1652,1.7,950275,1.34,47086,1.19,6314,1.05,7696,0.88,24542896,0.9,2010
NC,judicial and legal,755,1.47,3351262,1.13,139,1.91,179859,3.36,11381,2.27,820,1.92,894,1.27,3531121,1.09,2010
NC,police protection total,23856,0.98,86811586,0.86,1906,1.93,1588311,1.32,144385,1.23,24674,0.97,25762,0.92,88399897,0.85,2010
NC,police protection - officers,19830,0.94,74450601,0.85,1051,1.22,767119,1.57,76400,1.11,20262,0.91,20881,0.89,75217720,0.84,2010
NC,police protection - other,4026,1.2,12360985,0.98,855,2.81,821192,1.09,67985,1.38,4412,1.22,4881,1.1,13182177,0.92,2010
NC,fire protection total,8586,1.46,33465251,1.29,1100,5.04,564463,6.11,44806,6.08,8840,1.65,9686,1.41,34029714,1.28,2010
NC,fire protection - firefighters,8150,1.38,31726173,1.22,1013,5.13,453755,6.6,37191,6.49,8360,1.56,9163,1.35,32179928,1.21,2010
NC,fire protection - other,436,3.02,1739078,2.56,87,4.02,110708,4.1,7615,4.06,480,3.31,523,2.61,1849786,2.42,2010
NC,corrections,5210,1.6,16626729,1.46,275,3.86,282834,4.22,20854,4.18,5329,1.59,5485,1.53,16909563,1.44,2010
NC,highways,3830,0.97,12226513,0.82,101,0.29,131074,0.12,9587,0.18,3884,1,3931,0.95,12357587,0.82,2010
NC,air transportation,896,0.74,3215142,0.71,231,1.17,219069,2.02,16834,1.62,992,0.74,1127,0.63,3434211,0.68,2010
NC,water transport and terminals,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
NC,public welfare,15113,1.72,48432504,1.58,1227,5.72,1327105,5.71,102141,6.36,15697,1.8,16340,1.65,49759609,1.54,2010
NC,health,15957,2.29,57583071,2.04,2330,2.81,3067734,1.82,186309,2.55,17020,2.35,18287,2.03,60650805,1.93,2010
NC,hospitals,37786,0.01,207375234,0.01,11272,0.01,15385364,0.01,748000,0.01,42021,0.01,49058,0,222760598,0,2010
NC,social insurance administration,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
NC,solid waste management,4370,1.22,11891526,1.11,1248,1.89,988427,1.94,110563,1.9,5002,1.4,5618,1.04,12879953,1.04,2010
NC,sewerage,4059,1.44,13320457,1.3,48,0.18,77493,0.18,4086,0.15,4082,1.44,4107,1.42,13397950,1.29,2010
NC,parks and recreation,4166,1.1,13970232,1.02,5741,1.46,4480752,0.63,420139,0.62,6572,0.94,9907,0.96,18450984,0.79,2010
NC,housing and community development,2925,2.2,10419064,1.78,193,1.93,267346,2.12,17523,2,3026,2.22,3118,2.06,10686410,1.74,2010
NC,natural resources,818,1.46,2402800,1.23,132,0.29,128592,0.39,9881,0.45,874,1.46,950,1.26,2531392,1.16,2010
NC,water transport and terminals,5489,1.45,18949931,1.39,76,0.24,112934,0.15,7402,0.21,5530,1.44,5565,1.43,19062865,1.38,2010
NC,electric power,1011,1.67,4877907,1.47,24,0.26,45064,0.59,2103,0.43,1023,1.66,1035,1.63,4922971,1.46,2010
NC,gas supply,94,0.01,391600,0.01,1,0.01,1444,0.01,106,0.01,95,0.01,95,0,393044,0,2010
NC,transit,1322,1.44,4160190,0.94,573,4.51,791802,2.84,77147,3.68,1771,2.16,1895,1.69,4951992,0.91,2010
NC,education total,204785,1.42,709285334,1.37,70088,1.98,62833417,1.8,3830519,2.12,226541,1.44,274873,1.17,772118751,1.27,2010
NC,education - elementary and secondary total,188780,1.39,641071733,1.31,46496,2.02,43491578,1.77,2851304,1.95,204958,1.4,235276,1.19,684563311,1.23,2010
NC,education - elementary and secondary instructional,142170,1.34,531376500,1.31,26615,2.1,23746754,1.82,1339949,1.99,149773,1.36,168785,1.18,555123254,1.26,2010
NC,education - elementary and secondary other,46610,1.55,109695233,1.3,19881,1.91,19744824,1.72,1511355,1.91,55185,1.49,66491,1.23,129440057,1.13,2010
NC,education - higher education total,16005,1.68,68213601,1.99,23592,1.9,19341839,1.85,979215,2.63,21583,1.81,39597,1.32,87555440,1.6,2010
NC,education - higher education instructional,7051,1.85,34729263,2.58,17076,1.71,14703219,1.51,631997,2.91,10650,2.04,24127,1.32,49432482,1.87,2010
NC,education - higher education other,8954,1.55,33484338,1.37,6516,2.39,4638620,2.93,347218,2.12,10933,1.59,15470,1.35,38122958,1.25,2010
NC,education - other,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
NC,libraries,2396,2.42,7526022,2.06,1198,2.14,970978,2.51,83604,2.76,2872,2.43,3594,1.76,8497000,1.84,2010
NC,liquor stores,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
NC,other and unallocable,10851,1.65,37897918,1.37,2487,1.94,2305648,1.78,182027,1.93,11886,1.68,13338,1.39,40203566,1.3,2010
ND,total,22980,0.86,81589875,0.79,13344,0.51,9134126,0.68,553431,0.46,25994,0.8,36324,0.58,90724001,0.72,2010
ND,financial administration,592,1.35,2131856,1.08,687,1.3,257027,1.6,20373,1.32,643,2.04,1279,0.94,2388883,0.98,2010
ND,other government administration,294,0.25,964067,0.14,4383,1.08,477853,2.99,19390,5.07,360,1.98,4677,1.01,1441920,1,2010
ND,judicial and legal,238,2.21,900692,1.71,183,3.33,144166,9.44,5061,6.25,267,4.91,421,1.91,1044858,1.97,2010
ND,police protection total,1275,2.01,5073119,1.46,89,1.77,47433,2.36,2814,2.43,1290,2.17,1364,1.89,5120552,1.45,2010
ND,police protection - officers,1068,1.66,4469222,1.27,77,1.84,40912,2.67,2373,2.76,1081,1.78,1145,1.55,4510134,1.25,2010
ND,police protection - other,207,3.86,603897,2.9,12,1.35,6521,0.45,441,0.69,209,4.2,219,3.65,610418,2.87,2010
ND,fire protection total,342,0.45,1652293,0.24,163,8.48,15091,1.97,1157,1.95,348,0.92,505,2.75,1667384,0.24,2010
ND,fire protection - firefighters,335,0.46,1612042,0.24,159,8.7,12691,2.34,966,2.33,340,0.94,494,2.82,1624733,0.24,2010
ND,fire protection - other,7,0.01,40251,0.01,4,0.01,2400,0.01,191,0.01,8,0.01,11,0,42651,0,2010
ND,corrections,328,1.27,1061395,1.19,36,0.55,52888,0.03,3337,0.03,347,1.2,364,1.15,1114283,1.14,2010
ND,highways,1055,4.14,4068154,3.31,174,1.23,79340,2.05,6262,2.33,1090,4.63,1229,3.56,4147494,3.24,2010
ND,air transportation,101,0.01,392025,0.01,18,0.01,8088,0.01,767,0.01,106,0.01,119,0,400113,0,2010
ND,water transport and terminals,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
ND,public welfare,880,3.89,2876517,3.56,199,6.88,165218,7.63,11766,8.25,947,4.03,1079,3.41,3041735,3.39,2010
ND,health,450,1.45,1780776,1.24,330,4.76,509990,3.18,27592,3.97,606,2,780,2.18,2290766,1.2,2010
ND,hospitals,7,0.01,10292,0.01,3,0.01,521,0.01,55,0.01,7,0.01,10,0,10813,0,2010
ND,social insurance administration,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
ND,solid waste management,261,0.72,1037010,0.49,47,6.38,39239,10.27,3511,6.01,280,0.52,308,1.15,1076249,0.6,2010
ND,sewerage,146,0.34,601718,0.31,135,0.24,23404,1.22,2237,1.14,155,0.7,281,0.21,625122,0.3,2010
ND,parks and recreation,406,0.98,1309437,0.7,1217,0.15,624734,0.26,65186,0.21,773,0.73,1623,0.27,1934171,0.48,2010
ND,housing and community development,206,1.32,644172,1.27,104,5.5,81887,1.19,5903,1.6,239,1.65,310,2.04,726059,1.13,2010
ND,natural resources,166,1.68,505453,1.91,257,4.1,105630,5.46,7342,4.79,208,1.67,423,2.58,611083,1.84,2010
ND,water transport and terminals,427,2.75,1615679,2.45,116,2.11,64978,3.49,4723,4.64,456,3.38,543,2.21,1680657,2.36,2010
ND,electric power,107,0.01,667801,0.01,2,0.01,2258,0.01,77,0.01,107,0.01,109,0,670059,0,2010
ND,gas supply,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
ND,transit,28,0.01,92601,0.01,17,0.01,26180,0.01,2051,0.01,40,0.01,45,0,118781,0,2010
ND,education total,15271,1.43,52816290,1.32,4411,1.12,5971282,1.27,321530,0.7,17085,1.34,19682,1.13,58787572,1.19,2010
ND,education - elementary and secondary total,15271,1.43,52816290,1.32,4411,1.12,5971282,1.27,321530,0.7,17085,1.34,19682,1.13,58787572,1.19,2010
ND,education - elementary and secondary instructional,12084,1.54,43491320,1.41,2406,0.79,3686171,1.11,203994,0.5,13234,1.44,14490,1.29,47177491,1.3,2010
ND,education - elementary and secondary other,3187,0.99,9324970,0.92,2005,1.52,2285111,1.54,117536,1.04,3851,1.01,5192,0.84,11610081,0.8,2010
ND,education - higher education total,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
