state,government_function,year,full_time_employees,full_time_pay,part_time_employees,part_time_pay,part_time_hours,full_time_equivalent_employees,total_march_pay,equivalent_employees,march_pay,total_employees,october_total_pay,total_october_pay,total_march_full_time_and_part_time_employees
NC,total,2006,124324,449275528,39442,46120947,2592281,139117,495396475,NA,NA,NA,NA,NA,NA
NC,financial administration,2006,4083,12952269,31,74406,2353,4096,13026675,NA,NA,NA,NA,NA,NA
NC,other government administration,2006,713,3154273,411,727161,44311,964,3881434,NA,NA,NA,NA,NA,NA
NC,judicial and legal,2006,5884,23453250,178,166223,6410,5920,23619473,NA,NA,NA,NA,NA,NA
NC,police protection - officers,2006,2261,9577192,0,0,0,2261,9577192,NA,NA,NA,NA,NA,NA
NC,police protection - other,2006,1161,3450051,12,27162,1140,1167,3477213,NA,NA,NA,NA,NA,NA
NC,corrections,2006,20454,56988249,660,1544024,73035,20869,58532273,NA,NA,NA,NA,NA,NA
NC,highways,2006,10992,33452661,27,42177,2677,11007,33494838,NA,NA,NA,NA,NA,NA
NC,air transportation,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
NC,water transport and terminals,2006,298,1170156,2,1470,112,299,1171626,NA,NA,NA,NA,NA,NA
NC,public welfare,2006,2045,7207591,6,5339,256,2047,7212930,NA,NA,NA,NA,NA,NA
NC,health,2006,4840,17460641,173,304616,16651,4934,17765257,NA,NA,NA,NA,NA,NA
NC,hospitals,2006,15750,50331929,2360,7019391,303818,17477,57351320,NA,NA,NA,NA,NA,NA
NC,social insurance administration,2006,2307,7944945,218,357140,23842,2442,8302085,NA,NA,NA,NA,NA,NA
NC,solid waste management,2006,274,1025934,0,0,0,274,1025934,NA,NA,NA,NA,NA,NA
NC,sewerage,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
NC,parks and recreation,2006,1083,2723531,174,130361,13150,1158,2853892,NA,NA,NA,NA,NA,NA
NC,housing and community development,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
NC,natural resources,2006,3958,12357781,681,687777,40287,4188,13045558,NA,NA,NA,NA,NA,NA
NC,water transport and terminals,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
NC,electric power,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
NC,gas supply,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
NC,transit,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
NC,education - elementary and secondary instructional,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
NC,education - elementary and secondary other,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
NC,education - higher education instructional,2006,12597,80077927,11880,17411142,670390,16420,97489069,NA,NA,NA,NA,NA,NA
NC,education - higher education other,2006,28258,98985172,22384,17137773,1375176,36122,116122945,NA,NA,NA,NA,NA,NA
NC,education - other,2006,2792,9946733,169,370422,11950,2860,10317155,NA,NA,NA,NA,NA,NA
NC,libraries,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
NC,liquor stores,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
NC,other and unallocable,2006,4574,17015243,76,114363,6723,4612,17129606,NA,NA,NA,NA,NA,NA
ND,total,2006,14618,49237128,10118,8317753,617192,18127,57554881,NA,NA,NA,NA,NA,NA
ND,financial administration,2006,613,1935942,30,46435,2533,628,1982377,NA,NA,NA,NA,NA,NA
ND,other government administration,2006,206,631220,148,85538,3127,224,716758,NA,NA,NA,NA,NA,NA
ND,judicial and legal,2006,505,1911832,51,44182,2918,522,1956014,NA,NA,NA,NA,NA,NA
ND,police protection - officers,2006,133,473903,0,0,0,133,473903,NA,NA,NA,NA,NA,NA
ND,police protection - other,2006,48,123074,6,9477,480,51,132551,NA,NA,NA,NA,NA,NA
ND,corrections,2006,655,1768373,95,138946,7484,697,1907319,NA,NA,NA,NA,NA,NA
ND,highways,2006,1110,3433778,4,5258,451,1113,3439036,NA,NA,NA,NA,NA,NA
ND,air transportation,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
ND,water transport and terminals,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
ND,public welfare,2006,412,1198163,78,112749,9237,464,1310912,NA,NA,NA,NA,NA,NA
ND,health,2006,1248,3781642,145,177780,11435,1313,3959422,NA,NA,NA,NA,NA,NA
ND,hospitals,2006,812,1830222,296,187822,30246,984,2018044,NA,NA,NA,NA,NA,NA
ND,social insurance administration,2006,340,999788,31,41310,3250,359,1041098,NA,NA,NA,NA,NA,NA
ND,solid waste management,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
ND,sewerage,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
ND,parks and recreation,2006,138,313296,17,23116,1616,148,336412,NA,NA,NA,NA,NA,NA
ND,housing and community development,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
ND,natural resources,2006,1064,3888089,625,595877,103451,1652,4483966,NA,NA,NA,NA,NA,NA
ND,water transport and terminals,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
ND,electric power,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
ND,gas supply,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
ND,transit,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
ND,education - elementary and secondary instructional,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
ND,education - elementary and secondary other,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
ND,education - higher education instructional,2006,1934,9534025,2392,3960102,219305,3181,13494127,NA,NA,NA,NA,NA,NA
ND,education - higher education other,2006,3720,11198974,5962,2687527,207260,4898,13886501,NA,NA,NA,NA,NA,NA
ND,education - other,2006,270,835599,40,43023,2290,284,878622,NA,NA,NA,NA,NA,NA
ND,libraries,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
ND,liquor stores,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
ND,other and unallocable,2006,1410,5379208,198,158611,12109,1476,5537819,NA,NA,NA,NA,NA,NA
OH,total,2006,111809,453119906,67288,67397549,4401967,136840,520517455,NA,NA,NA,NA,NA,NA
OH,financial administration,2006,7846,36117007,405,821065,48934,8127,36938072,NA,NA,NA,NA,NA,NA
OH,other government administration,2006,743,3087494,120,98530,8126,789,3186024,NA,NA,NA,NA,NA,NA
OH,judicial and legal,2006,2449,11611169,503,1339342,65242,2820,12950511,NA,NA,NA,NA,NA,NA
OH,police protection - officers,2006,1473,7771465,0,0,0,1473,7771465,NA,NA,NA,NA,NA,NA
OH,police protection - other,2006,1206,4564194,9,20497,1322,1214,4584691,NA,NA,NA,NA,NA,NA
OH,corrections,2006,16173,63140059,61,143109,7428,16215,63283168,NA,NA,NA,NA,NA,NA
OH,highways,2006,6915,28544172,470,790626,51745,7209,29334798,NA,NA,NA,NA,NA,NA
OH,air transportation,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
OH,water transport and terminals,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
OH,public welfare,2006,2809,13794925,262,391738,30047,2979,14186663,NA,NA,NA,NA,NA,NA
OH,health,2006,3489,16936275,261,474588,20798,3607,17410863,NA,NA,NA,NA,NA,NA
OH,hospitals,2006,8900,26363943,3062,7027158,358457,10937,33391101,NA,NA,NA,NA,NA,NA
OH,social insurance administration,2006,2251,8690867,380,465242,29455,2418,9156109,NA,NA,NA,NA,NA,NA
OH,solid waste management,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
OH,sewerage,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
OH,parks and recreation,2006,473,1796265,265,417432,31164,650,2213697,NA,NA,NA,NA,NA,NA
OH,housing and community development,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
OH,natural resources,2006,3026,11091148,838,1350559,84582,3507,12441707,NA,NA,NA,NA,NA,NA
OH,water transport and terminals,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
OH,electric power,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
OH,gas supply,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
OH,transit,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
OH,education - elementary and secondary instructional,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
OH,education - elementary and secondary other,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
OH,education - higher education instructional,2006,15186,92490753,20885,26945801,1146618,21712,119436554,NA,NA,NA,NA,NA,NA
OH,education - higher education other,2006,31950,95062004,39038,25932312,2458304,45923,120994316,NA,NA,NA,NA,NA,NA
OH,education - other,2006,2454,11138328,295,531556,25449,2599,11669884,NA,NA,NA,NA,NA,NA
OH,libraries,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
OH,liquor stores,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
OH,other and unallocable,2006,4466,20919838,434,647994,34296,4661,21567832,NA,NA,NA,NA,NA,NA
OK,total,2006,59322,199004755,24352,18833428,1424980,67424,217838183,NA,NA,NA,NA,NA,NA
OK,financial administration,2006,1659,5664712,81,94463,5564,1691,5759175,NA,NA,NA,NA,NA,NA
OK,other government administration,2006,770,2719124,160,218764,15118,855,2937888,NA,NA,NA,NA,NA,NA
OK,judicial and legal,2006,2627,10228322,148,191928,11637,2692,10420250,NA,NA,NA,NA,NA,NA
OK,police protection - officers,2006,1009,4485616,0,0,0,1009,4485616,NA,NA,NA,NA,NA,NA
OK,police protection - other,2006,843,2596845,59,52700,5035,872,2649545,NA,NA,NA,NA,NA,NA
OK,corrections,2006,5566,16220366,223,253136,16841,5661,16473502,NA,NA,NA,NA,NA,NA
OK,highways,2006,2863,8808677,64,59817,4024,2885,8868494,NA,NA,NA,NA,NA,NA
OK,air transportation,2006,10,43131,0,0,0,10,43131,NA,NA,NA,NA,NA,NA
OK,water transport and terminals,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
OK,public welfare,2006,6054,15983544,256,240918,23619,6188,16224462,NA,NA,NA,NA,NA,NA
OK,health,2006,5897,19035629,307,561400,28059,6052,19597029,NA,NA,NA,NA,NA,NA
OK,hospitals,2006,2576,7423506,79,98781,6628,2614,7522287,NA,NA,NA,NA,NA,NA
OK,social insurance administration,2006,1426,4665712,62,59062,3724,1446,4724774,NA,NA,NA,NA,NA,NA
OK,solid waste management,2006,73,245614,11,4680,496,76,250294,NA,NA,NA,NA,NA,NA
OK,sewerage,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
OK,parks and recreation,2006,677,1730182,41,32672,2834,693,1762854,NA,NA,NA,NA,NA,NA
OK,housing and community development,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
OK,natural resources,2006,1663,5394553,803,569258,42266,1903,5963811,NA,NA,NA,NA,NA,NA
OK,water transport and terminals,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
OK,electric power,2006,524,2658108,4,7544,278,526,2665652,NA,NA,NA,NA,NA,NA
OK,gas supply,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
OK,transit,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
OK,education - elementary and secondary instructional,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
OK,education - elementary and secondary other,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
OK,education - higher education instructional,2006,6015,32978721,6758,8201037,465699,8664,41179758,NA,NA,NA,NA,NA,NA
OK,education - higher education other,2006,14605,43486064,15105,7928765,777862,19034,51414829,NA,NA,NA,NA,NA,NA
OK,education - other,2006,1919,6292071,83,117709,7036,1960,6409780,NA,NA,NA,NA,NA,NA
OK,libraries,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
OK,liquor stores,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
OK,other and unallocable,2006,2546,8344258,108,140794,8260,2593,8485052,NA,NA,NA,NA,NA,NA
OR,total,2006,50431,193238707,24195,25949154,1241640,57485,219187861,NA,NA,NA,NA,NA,NA
OR,financial administration,2006,3949,13617647,335,475800,36024,4155,14093447,NA,NA,NA,NA,NA,NA
OR,other government administration,2006,874,3267109,210,349593,17367,974,3616702,NA,NA,NA,NA,NA,NA
OR,judicial and legal,2006,2875,10820927,287,676266,33277,3064,11497193,NA,NA,NA,NA,NA,NA
OR,police protection - officers,2006,649,2991187,0,0,0,649,2991187,NA,NA,NA,NA,NA,NA
OR,police protection - other,2006,562,1956046,138,91203,4144,586,2047249,NA,NA,NA,NA,NA,NA
OR,corrections,2006,4939,18128391,126,313646,16120,5031,18442037,NA,NA,NA,NA,NA,NA
OR,highways,2006,3364,12757871,34,125958,5458,3395,12883829,NA,NA,NA,NA,NA,NA
OR,air transportation,2006,15,48048,0,0,0,15,48048,NA,NA,NA,NA,NA,NA
OR,water transport and terminals,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
OR,public welfare,2006,5435,18837516,268,421387,10832,5496,19258903,NA,NA,NA,NA,NA,NA
OR,health,2006,2478,8935355,319,485477,25586,2623,9420832,NA,NA,NA,NA,NA,NA
OR,hospitals,2006,4021,14171682,2759,4805834,122977,4719,18977516,NA,NA,NA,NA,NA,NA
OR,social insurance administration,2006,2088,9336779,132,301717,14033,2168,9638496,NA,NA,NA,NA,NA,NA
OR,solid waste management,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
OR,sewerage,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
OR,parks and recreation,2006,472,1501184,11,13368,898,477,1514552,NA,NA,NA,NA,NA,NA
OR,housing and community development,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
OR,natural resources,2006,2524,8765160,417,614663,39866,2749,9379823,NA,NA,NA,NA,NA,NA
OR,water transport and terminals,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
OR,electric power,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
OR,gas supply,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
OR,transit,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
OR,education - elementary and secondary instructional,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
OR,education - elementary and secondary other,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
OR,education - higher education instructional,2006,7138,34624232,7498,10160626,417966,9512,44784858,NA,NA,NA,NA,NA,NA
OR,education - higher education other,2006,6345,23616762,11386,6831125,481251,9080,30447887,NA,NA,NA,NA,NA,NA
OR,education - other,2006,879,3323886,96,99855,5966,913,3423741,NA,NA,NA,NA,NA,NA
OR,libraries,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
OR,liquor stores,2006,205,687344,11,29510,1828,215,716854,NA,NA,NA,NA,NA,NA
OR,other and unallocable,2006,1619,5851581,168,153126,8047,1664,6004707,NA,NA,NA,NA,NA,NA
PA,total,2006,142684,557187211,49492,65284276,3135592,161136,622471487,NA,NA,NA,NA,NA,NA
PA,financial administration,2006,7246,27217379,440,725026,57851,7595,27942405,NA,NA,NA,NA,NA,NA
PA,other government administration,2006,3285,10541899,890,2910138,115364,3978,13452037,NA,NA,NA,NA,NA,NA
PA,judicial and legal,2006,3008,15121771,10,21363,1337,3016,15143134,NA,NA,NA,NA,NA,NA
PA,police protection - officers,2006,4897,23924039,0,0,0,4897,23924039,NA,NA,NA,NA,NA,NA
PA,police protection - other,2006,1290,6307786,62,132457,5721,1324,6440243,NA,NA,NA,NA,NA,NA
PA,corrections,2006,17341,61775039,453,967788,29210,17517,62742827,NA,NA,NA,NA,NA,NA
PA,highways,2006,13152,43262249,477,1070934,56780,13494,44333183,NA,NA,NA,NA,NA,NA
PA,air transportation,2006,45,175326,0,0,0,45,175326,NA,NA,NA,NA,NA,NA
PA,water transport and terminals,2006,171,696925,0,0,0,171,696925,NA,NA,NA,NA,NA,NA
PA,public welfare,2006,12260,42150193,295,837724,29194,12436,42987917,NA,NA,NA,NA,NA,NA
PA,health,2006,1808,7399969,36,78506,2431,1823,7478475,NA,NA,NA,NA,NA,NA
PA,hospitals,2006,11828,36241189,893,1533304,55285,12156,37774493,NA,NA,NA,NA,NA,NA
PA,social insurance administration,2006,3910,14293522,655,1503085,86229,4429,15796607,NA,NA,NA,NA,NA,NA
PA,solid waste management,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
PA,sewerage,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
PA,parks and recreation,2006,854,2962334,732,1667589,95217,1427,4629923,NA,NA,NA,NA,NA,NA
PA,housing and community development,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
PA,natural resources,2006,5537,22555451,1467,3274770,128292,6295,25830221,NA,NA,NA,NA,NA,NA
PA,water transport and terminals,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
PA,electric power,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
PA,gas supply,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
PA,transit,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
PA,education - elementary and secondary instructional,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
PA,education - elementary and secondary other,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
PA,education - higher education instructional,2006,13962,94678326,10619,27133382,637938,17651,121811708,NA,NA,NA,NA,NA,NA
PA,education - higher education other,2006,28720,97742009,31793,22252687,1777397,39172,119994696,NA,NA,NA,NA,NA,NA
PA,education - other,2006,4117,16432734,371,601847,20379,4234,17034581,NA,NA,NA,NA,NA,NA
PA,libraries,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
PA,liquor stores,2006,2994,8970650,0,0,0,2994,8970650,NA,NA,NA,NA,NA,NA
PA,other and unallocable,2006,6259,24738421,299,573676,36967,6482,25312097,NA,NA,NA,NA,NA,NA
RI,total,2006,18553,87189838,6263,6062017,337962,20594,93251855,NA,NA,NA,NA,NA,NA
RI,financial administration,2006,1283,5760410,14,30432,900,1288,5790842,NA,NA,NA,NA,NA,NA
RI,other government administration,2006,477,1757086,209,206614,5576,513,1963700,NA,NA,NA,NA,NA,NA
RI,judicial and legal,2006,1207,5948817,21,45070,1475,1217,5993887,NA,NA,NA,NA,NA,NA
RI,police protection - officers,2006,220,1377062,0,0,0,220,1377062,NA,NA,NA,NA,NA,NA
RI,police protection - other,2006,92,407165,4,7230,108,93,414395,NA,NA,NA,NA,NA,NA
RI,corrections,2006,1697,9658176,5,9436,228,1698,9667612,NA,NA,NA,NA,NA,NA
RI,highways,2006,812,3621535,16,21901,786,817,3643436,NA,NA,NA,NA,NA,NA
RI,air transportation,2006,184,926172,2,5721,248,185,931893,NA,NA,NA,NA,NA,NA
RI,water transport and terminals,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
RI,public welfare,2006,1607,7878734,48,96584,4524,1636,7975318,NA,NA,NA,NA,NA,NA
RI,health,2006,1239,5808569,54,42285,1166,1246,5850854,NA,NA,NA,NA,NA,NA
RI,hospitals,2006,1060,4768212,10,25811,894,1065,4794023,NA,NA,NA,NA,NA,NA
RI,social insurance administration,2006,473,2290472,8,20028,708,478,2310500,NA,NA,NA,NA,NA,NA
RI,solid waste management,2006,123,662521,1,1360,133,124,663881,NA,NA,NA,NA,NA,NA
RI,sewerage,2006,238,970465,0,0,0,238,970465,NA,NA,NA,NA,NA,NA
RI,parks and recreation,2006,66,227878,2,2905,248,68,230783,NA,NA,NA,NA,NA,NA
RI,housing and community development,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
RI,natural resources,2006,484,2277890,28,36534,2531,498,2314424,NA,NA,NA,NA,NA,NA
RI,water transport and terminals,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
RI,electric power,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
RI,gas supply,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
RI,transit,2006,719,3018824,34,105007,5913,753,3123831,NA,NA,NA,NA,NA,NA
RI,education - elementary and secondary instructional,2006,427,2066713,73,96847,6602,470,2163560,NA,NA,NA,NA,NA,NA
RI,education - elementary and secondary other,2006,87,261437,81,90018,8717,143,351455,NA,NA,NA,NA,NA,NA
RI,education - higher education instructional,2006,1713,8728168,2504,3553008,155214,2670,12281176,NA,NA,NA,NA,NA,NA
RI,education - higher education other,2006,2102,7994948,3032,1432400,130388,2857,9427348,NA,NA,NA,NA,NA,NA
RI,education - other,2006,512,2518938,68,183589,8779,569,2702527,NA,NA,NA,NA,NA,NA
RI,libraries,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
RI,liquor stores,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
RI,other and unallocable,2006,1731,8259646,49,49237,2824,1748,8308883,NA,NA,NA,NA,NA,NA
SC,total,2006,68192,225877252,22165,19898890,1384552,76468,245776142,NA,NA,NA,NA,NA,NA
SC,financial administration,2006,3099,10019823,40,68306,2364,3113,10088129,NA,NA,NA,NA,NA,NA
SC,other government administration,2006,563,2106834,489,491289,33363,764,2598123,NA,NA,NA,NA,NA,NA
SC,judicial and legal,2006,719,3191090,9,18104,666,723,3209194,NA,NA,NA,NA,NA,NA
SC,police protection - officers,2006,1322,4839664,0,0,0,1322,4839664,NA,NA,NA,NA,NA,NA
SC,police protection - other,2006,653,1962476,7,17730,380,655,1980206,NA,NA,NA,NA,NA,NA
SC,corrections,2006,7577,19921114,3,7476,180,7578,19928590,NA,NA,NA,NA,NA,NA
SC,highways,2006,4713,13372914,5,10378,280,4715,13383292,NA,NA,NA,NA,NA,NA
SC,air transportation,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
SC,water transport and terminals,2006,594,2971996,0,0,0,594,2971996,NA,NA,NA,NA,NA,NA
SC,public welfare,2006,4092,10858958,10,17910,506,4094,10876868,NA,NA,NA,NA,NA,NA
SC,health,2006,6362,19393844,158,373569,8784,6414,19767413,NA,NA,NA,NA,NA,NA
SC,hospitals,2006,7524,16766033,221,494022,27319,7681,17260055,NA,NA,NA,NA,NA,NA
SC,social insurance administration,2006,1147,3499912,0,0,0,1147,3499912,NA,NA,NA,NA,NA,NA
SC,solid waste management,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
SC,sewerage,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
SC,parks and recreation,2006,558,1493645,9,9302,711,562,1502947,NA,NA,NA,NA,NA,NA
SC,housing and community development,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
SC,natural resources,2006,1903,5821844,250,282678,23670,2046,6104522,NA,NA,NA,NA,NA,NA
SC,water transport and terminals,2006,10,47771,1,2500,108,11,50271,NA,NA,NA,NA,NA,NA
SC,electric power,2006,1745,9181713,18,60568,1395,1753,9242281,NA,NA,NA,NA,NA,NA
SC,gas supply,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
SC,transit,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
SC,education - elementary and secondary instructional,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
SC,education - elementary and secondary other,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
SC,education - higher education instructional,2006,8677,48459654,9756,11083599,608010,12324,59543253,NA,NA,NA,NA,NA,NA
SC,education - higher education other,2006,13035,38585827,11174,6933691,676082,17070,45519518,NA,NA,NA,NA,NA,NA
SC,education - other,2006,2659,8846812,3,4138,116,2660,8850950,NA,NA,NA,NA,NA,NA
SC,libraries,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
SC,liquor stores,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
SC,other and unallocable,2006,1240,4535328,12,23630,618,1242,4558958,NA,NA,NA,NA,NA,NA
SD,total,2006,12205,40794185,4638,3385820,299173,13905,44180005,NA,NA,NA,NA,NA,NA
SD,financial administration,2006,421,1433312,12,17292,1428,429,1450604,NA,NA,NA,NA,NA,NA
SD,other government administration,2006,331,1054510,55,33814,2566,346,1088324,NA,NA,NA,NA,NA,NA
SD,judicial and legal,2006,543,1982800,91,83230,6328,579,2066030,NA,NA,NA,NA,NA,NA
SD,police protection - officers,2006,199,768072,2,3220,160,200,771292,NA,NA,NA,NA,NA,NA
SD,police protection - other,2006,103,276700,4,6492,478,106,283192,NA,NA,NA,NA,NA,NA
SD,corrections,2006,849,2288458,36,49386,3888,871,2337844,NA,NA,NA,NA,NA,NA
SD,highways,2006,978,3297854,106,107570,9408,1031,3405424,NA,NA,NA,NA,NA,NA
SD,air transportation,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
SD,water transport and terminals,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
SD,public welfare,2006,1041,2791556,39,52578,4366,1066,2844134,NA,NA,NA,NA,NA,NA
SD,health,2006,574,1839487,139,295882,15460,661,2135369,NA,NA,NA,NA,NA,NA
SD,hospitals,2006,896,2358392,146,214062,14398,978,2572454,NA,NA,NA,NA,NA,NA
SD,social insurance administration,2006,273,692854,6,8406,634,277,701260,NA,NA,NA,NA,NA,NA
SD,solid waste management,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
SD,sewerage,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
SD,parks and recreation,2006,119,335770,33,32054,3434,139,367824,NA,NA,NA,NA,NA,NA
SD,housing and community development,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
SD,natural resources,2006,774,2439247,311,179820,19525,884,2619067,NA,NA,NA,NA,NA,NA
SD,water transport and terminals,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
SD,electric power,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
SD,gas supply,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
SD,transit,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
SD,education - elementary and secondary instructional,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
SD,education - elementary and secondary other,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
SD,education - higher education instructional,2006,1427,8364331,1074,1327037,89578,1936,9691368,NA,NA,NA,NA,NA,NA
SD,education - higher education other,2006,2488,7058377,2494,897024,120262,3171,7955401,NA,NA,NA,NA,NA,NA
SD,education - other,2006,398,1200185,40,33395,3174,416,1233580,NA,NA,NA,NA,NA,NA
SD,libraries,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
SD,liquor stores,2006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
SD,other and unallocable,2006,791,2612280,50,44558,4086,815,2656838,NA,NA,NA,NA,NA,NA
TN,total,2006,74222,247659710,25225,21787531,1503829,83117,269447241,NA,NA,NA,NA,NA,NA
